ID,prompt,image,answer,answer_type,reordered_answer_type,novelty,clarity,relevance,intelligence,empathy,funniness,novelty_GPT4.1,clarity_GPT4.1,relevance_GPT4.1,intelligence_GPT4.1,empathy_GPT4.1,funniness_GPT4.1,novelty_Gemini2.5_pro,clarity_Gemini2.5_pro,relevance_Gemini2.5_pro,intelligence_Gemini2.5_pro,empathy_Gemini2.5_pro,funniness_Gemini2.5_pro,novelty_ClaudeSonnet4,clarity_ClaudeSonnet4,relevance_ClaudeSonnet4,intelligence_ClaudeSonnet4,empathy_ClaudeSonnet4,funniness_ClaudeSonnet4,dataset,prompt_type
5859613,あの人物名に一文字付け足しておかしくしてください,,田中頭,GPT4.1_serious,GPT4.1_serious,1.75,0.5,0.75,0.5,0.5,0.5,2,4,4,0,2,2,2,4,2,1,0,2,2,4,4,1,3,2,OG,text
5859613,あの人物名に一文字付け足しておかしくしてください,,坂本ドリーマー,GPT4.1_oogiri,GPT4.1_oogiri,2.0,0.75,1.25,1.0,0.75,0.75,2,4,4,1,2,2,3,4,2,3,3,3,2,4,4,1,2,2,OG,text
5859613,あの人物名に一文字付け足しておかしくしてください,,"夏目漱石鹸
マルコ・ポーロリ
キング牧師匠
レオナルド・ダ・ヴィンチッス
始皇帝丼",Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,1.75,4.0,3.5,2.25,2.5,2.0,2,4,4,2,3,3,3,4,4,2,3,4,3,4,4,2,3,3,OG,text
5859613,あの人物名に一文字付け足しておかしくしてください,,昨日こぼした味噌田,unrelated,unrelated,2.25,0.75,1.0,1.0,0.75,0.5,2,4,4,2,2,2,3,4,4,0,4,3,2,4,4,1,3,2,OG,text
5859613,あの人物名に一文字付け足しておかしくしてください,,織田信長 → 織田信長男,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,1.75,2.0,2.25,1.0,1.25,1.0,1,4,4,0,2,1,2,4,4,0,2,3,2,4,4,1,3,2,OG,text
3386_0466_SPI,地元が嫌いなヤンキー,,地元の地味なスポットに名前残してく,Human_lower_tier,Human_lower_tier,2.75,1.25,1.5,0.75,0.25,0.5,2,4,4,2,2,2,3,4,4,2,3,3,3,4,4,2,3,3,Ours,text
3386_0466_SPI,地元が嫌いなヤンキー,,不本意ながらも勉強する,Human_mid_tier,Human_mid_tier,2.25,2.75,2.5,1.75,2.5,1.5,2,4,4,2,3,2,3,4,4,2,3,3,3,4,4,3,3,3,Ours,text
3386_0466_SPI,地元が嫌いなヤンキー,,上京だコラァ！,Human_top_tier,Human_top_tier,2.0,2.75,3.5,2.5,2.5,1.75,2,4,4,0,2,2,0,4,4,0,2,1,2,4,4,1,3,3,Ours,text
3386_0466_SPI,地元が嫌いなヤンキー,,「こんなクソ田舎の空気吸ってるだけで病むわー」って言いながら、誰よりも地元の美味しいラーメン屋に詳しい。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.25,2.75,2.5,1.0,2.25,1.75,2,4,4,2,4,3,2,4,4,0,4,3,3,4,4,2,4,3,Ours,text
3386_0466_SPI,地元が嫌いなヤンキー,,地域の清掃活動に毎回欠かさず参加しています。,GPT4.1_serious,GPT4.1_serious,1.0,2.5,1.25,1.75,1.25,0.25,3,4,4,2,3,3,3,4,4,2,3,4,3,4,4,2,3,3,Ours,text
3386_0466_SPI,地元が嫌いなヤンキー,,「地元の祭りだけは全力で参加拒否！」,GPT4.1_oogiri,GPT4.1_oogiri,1.25,3.0,3.5,1.0,1.5,0.5,2,4,4,1,3,2,2,4,4,0,2,2,1,4,4,1,2,2,Ours,text
3386_0466_SPI,地元が嫌いなヤンキー,,苗字で呼んだ,unrelated,unrelated,1.75,0.25,0.75,1.5,0.0,0.0,3,4,4,2,3,3,3,4,4,3,4,4,3,4,4,2,3,3,Ours,text
3386_0466_SPI,地元が嫌いなヤンキー,,「地元愛を叫びながらゴミをポイ捨てする」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.75,1.5,2.75,1.25,1.5,1.25,2,4,4,1,3,2,2,4,4,2,4,3,1,4,2,1,3,2,Ours,text
0587_2006_AZH,画像で一言,,私も可哀想です,Human_mid_tier,Human_lower_tier,2.0,1.75,1.75,1.0,1.5,1.0,2,4,4,0,2,2,3,4,4,2,4,3,3,4,4,2,3,3,Ours,image
0587_2006_AZH,画像で一言,,元の場所に返してくるね,Human_top_tier,Human_mid_tier,3.0,2.75,2.5,0.75,1.0,1.75,2,4,4,2,2,2,3,4,4,2,2,3,3,4,4,1,3,3,Ours,image
0587_2006_AZH,画像で一言,,幼少期に超サイヤ人に覚醒してしまった,Human_lower_tier,Human_top_tier,2.25,3.25,3.0,2.25,2.5,2.0,2,4,4,1,2,3,2,4,4,1,2,3,3,4,4,2,3,3,Ours,image
0587_2006_AZH,画像で一言,,あなたの前にはこのようなお客様が入っていました。,unrelated,unrelated,3.0,1.75,1.5,1.25,1.0,1.5,4,4,4,2,2,4,3,4,4,3,3,4,3,4,4,2,3,3,Ours,image
0587_2006_AZH,画像で一言,,「お姉ちゃん、私の筋トレメニューがハードすぎる」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.5,3.25,3.0,1.75,3.25,3.0,2,4,4,1,3,3,1,4,4,0,3,2,3,4,4,2,3,3,Ours,image
0587_2006_AZH,画像で一言,,思ったより軽いな、昨日ポテチ我慢した甲斐あったわね、あなた。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,1.75,3.5,3.5,1.25,1.75,1.75,2,4,4,1,3,3,3,4,4,1,2,3,3,4,4,2,3,3,Ours,image
0587_2006_AZH,画像で一言,,筋力トレーニングは幼少期からの積み重ねが大切です。,GPT4.1_serious,GPT4.1_serious,1.75,3.25,3.25,2.0,2.25,1.5,2,4,4,2,2,2,1,4,4,0,2,2,3,4,4,2,3,3,Ours,image
0587_2006_AZH,画像で一言,,姉、突然の筋トレブーム到来。,GPT4.1_oogiri,GPT4.1_oogiri,2.5,3.5,2.5,2.25,2.5,2.75,2,4,4,1,3,3,2,4,4,1,3,3,3,4,4,2,3,3,Ours,image
2017583,,,今やる,Human_top_tier,Human_lower_tier,1.5,1.75,2.0,1.25,0.75,1.25,2,4,3,0,1,2,4,4,2,0,0,4,2,4,4,1,3,2,OG,image
2017583,,,裏技で永遠にしか生きられないの,Human_lower_tier,Human_mid_tier,2.25,1.75,2.0,1.5,1.5,1.75,4,4,2,2,0,2,4,4,4,2,0,4,3,2,1,2,1,2,OG,image
2017583,,,とどめさす,Human_mid_tier,Human_top_tier,2.25,3.25,2.5,1.5,2.0,1.75,2,4,4,0,0,2,4,4,4,0,0,4,3,4,4,2,3,3,OG,image
2017583,,,娘がお見舞いに来て、父親の体調を心配して声をかけている。父親は最近は調子が良いと答えているが、実際はもう長くないと考えている。,GPT4.1_serious,GPT4.1_serious,1.5,2.25,3.0,1.75,1.75,0.75,0,4,4,2,4,0,0,4,4,0,0,0,0,4,0,0,0,0,OG,image
2017583,,,娘「体どう？」 父「ネット回線は爆速だよ」,GPT4.1_oogiri,GPT4.1_oogiri,2.5,2.0,2.25,2.0,1.75,2.0,4,4,4,2,2,4,4,4,3,2,2,4,3,4,4,2,3,3,OG,image
2017583,,,「こことここ調子いいね。…って、オセロの話だけどな。角と角」,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,3.25,1.25,1.25,1.5,1.25,1.25,4,4,4,2,3,4,3,4,4,2,2,4,3,4,4,2,3,3,OG,image
2017583,,,指先一つでダウンさ,unrelated,unrelated,2.75,2.75,1.75,1.25,1.75,2.5,4,4,2,2,2,4,3,4,4,0,0,4,1,2,1,1,1,1,OG,image
2017583,,,「おじいちゃん、私も将来は看護師になりたいの」 「そうか、でもワシの場合は看護師に診てもらいたいんじゃ」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.0,1.75,2.0,2.0,1.25,1.0,2,4,4,1,3,2,1,4,4,0,2,2,1,4,4,1,3,2,OG,image
1132_5840_MAJ,"絶対に③を選びたくない「トロッコ問題」の選択肢

①そのまま５人を轢く

②切り替えて１人を轢く

③●●●●●●●",,ジャンプして衛星になり果てる,Human_lower_tier,Human_lower_tier,2.25,1.0,1.5,1.5,1.5,1.0,4,4,3,2,2,4,4,4,2,0,1,4,4,3,4,3,3,4,Ours,text
1132_5840_MAJ,"絶対に③を選びたくない「トロッコ問題」の選択肢

①そのまま５人を轢く

②切り替えて１人を轢く

③●●●●●●●",,通過した後、「なるほどね」と言う,Human_mid_tier,Human_mid_tier,3.0,1.5,1.75,1.5,1.25,1.25,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,3,3,4,Ours,text
1132_5840_MAJ,"絶対に③を選びたくない「トロッコ問題」の選択肢

①そのまま５人を轢く

②切り替えて１人を轢く

③●●●●●●●",,ここはスペアを狙いに行く,Human_top_tier,Human_top_tier,2.25,2.5,3.25,2.5,1.75,2.0,3,3,4,2,2,3,3,3,4,2,3,3,4,4,4,3,3,4,Ours,text
1132_5840_MAJ,"絶対に③を選びたくない「トロッコ問題」の選択肢

①そのまま５人を轢く

②切り替えて１人を轢く

③●●●●●●●",,③自分でトロッコを止めに行く,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,1.25,2.75,3.0,1.75,1.5,0.75,2,4,4,2,4,2,2,4,4,3,4,3,1,4,4,2,3,2,Ours,text
1132_5840_MAJ,"絶対に③を選びたくない「トロッコ問題」の選択肢

①そのまま５人を轢く

②切り替えて１人を轢く

③●●●●●●●",,全員助かるが、今後一切、あなたのオナラが超絶美声のオペラ歌手風になり、しかも歌詞付きで「出ちゃった…」と歌い上げる。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,3.25,2.5,2.25,1.0,1.5,1.5,4,4,4,2,3,4,4,4,4,0,4,4,4,4,4,3,4,4,Ours,text
1132_5840_MAJ,"絶対に③を選びたくない「トロッコ問題」の選択肢

①そのまま５人を轢く

②切り替えて１人を轢く

③●●●●●●●",,③あなた自身がレバーの下敷きになる,GPT4.1_serious,GPT4.1_serious,2.5,3.25,3.25,2.0,1.25,1.25,3,4,4,3,3,3,3,4,4,3,4,4,3,4,4,3,4,3,Ours,text
1132_5840_MAJ,"絶対に③を選びたくない「トロッコ問題」の選択肢

①そのまま５人を轢く

②切り替えて１人を轢く

③●●●●●●●",,③トロッコが回転寿司になって、乗ってるネタ全部サーモン,GPT4.1_oogiri,GPT4.1_oogiri,2.75,1.0,1.75,1.0,0.75,0.5,3,4,3,1,2,3,4,3,4,1,3,4,4,4,4,2,3,4,Ours,text
1132_5840_MAJ,"絶対に③を選びたくない「トロッコ問題」の選択肢

①そのまま５人を轢く

②切り替えて１人を轢く

③●●●●●●●",,青くないと感じた場合、全額返金いたします,unrelated,unrelated,2.75,0.25,0.5,1.25,0.25,0.25,4,3,2,2,2,3,4,0,2,1,3,3,4,3,2,3,2,3,Ours,text
6267185,言い方は違うけど意味が同じもの,,パパ活と援交,Human_mid_tier,Human_lower_tier,1.25,3.25,3.5,1.25,1.75,1.0,1,4,4,1,2,1,2,4,4,2,4,3,2,4,4,1,3,2,OG,text
6267185,言い方は違うけど意味が同じもの,,赤ちゃん「ママ」「マンマ」,Human_lower_tier,Human_mid_tier,1.25,2.0,2.5,1.5,2.25,1.25,1,4,4,1,3,2,2,4,4,2,4,3,1,4,4,1,3,2,OG,text
6267185,言い方は違うけど意味が同じもの,,10万55歳と55歳,Human_top_tier,Human_top_tier,2.75,1.5,1.25,1.75,0.5,1.25,2,2,2,2,2,2,2,2,4,1,2,2,3,2,4,2,2,3,OG,text
6267185,言い方は違うけど意味が同じもの,,例：「終了」と「終わり」,GPT4.1_serious,GPT4.1_serious,0.25,3.25,3.75,2.75,2.0,0.75,0,4,4,2,4,0,0,4,4,0,0,0,0,4,4,0,2,0,OG,text
6267185,言い方は違うけど意味が同じもの,,「カフェで一休み」と「ドトールでWi-Fiだけ使う」,GPT4.1_oogiri,GPT4.1_oogiri,2.0,2.75,3.5,1.75,1.75,1.5,3,4,4,2,4,3,2,4,4,2,4,3,3,4,4,2,4,3,OG,text
6267185,言い方は違うけど意味が同じもの,,妻の「別に怒ってないよ」と、台風の前の静けさ。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,1.75,3.5,3.0,2.75,3.25,2.75,3,4,4,3,4,4,1,4,4,1,4,3,3,4,4,3,4,4,OG,text
6267185,言い方は違うけど意味が同じもの,,0→15→30→40になる計算式が解らない,unrelated,unrelated,2.5,1.0,1.5,2.0,1.0,1.0,3,2,4,2,2,2,4,3,4,4,4,4,3,4,4,3,4,3,OG,text
6267185,言い方は違うけど意味が同じもの,,「お疲れさまでした」と「今日もよく生き延びましたね」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.25,2.5,2.5,2.5,2.5,2.25,3,4,4,2,4,3,3,4,4,2,4,3,3,4,4,2,3,3,OG,text
6287_6555_IEL,画像で一言,,俺がりんごで、赤くなるから、お前らは医者で、青くなるんだ,Human_mid_tier,Human_lower_tier,3.0,1.75,1.75,1.5,1.25,1.0,2,3,3,2,2,2,3,4,4,3,2,4,3,1,2,2,1,2,Ours,image
6287_6555_IEL,画像で一言,,すぐ瞬獄殺しようとするー対戦嫌われるタイプよ君ー,Human_lower_tier,Human_mid_tier,2.75,1.75,1.5,0.75,1.5,1.5,3,4,4,2,3,3,4,4,4,3,4,4,3,2,2,2,3,3,Ours,image
6287_6555_IEL,画像で一言,,急に正しいこと言い始めたよ,Human_top_tier,Human_top_tier,2.5,3.5,3.0,2.25,3.25,1.75,2,4,4,1,3,2,3,4,4,2,4,4,2,4,3,1,3,2,Ours,image
6287_6555_IEL,画像で一言,,ドラえもん、あのオーラ…まさかジャイアン、またリサイタル開く気じゃ…,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,1.5,3.0,3.25,1.0,2.75,1.0,2,4,4,1,4,3,0,4,4,0,4,2,2,4,4,2,3,3,Ours,image
6287_6555_IEL,画像で一言,,休み時間後のシャトルラン。,GPT4.1_serious,GPT4.1_serious,2.5,2.5,2.0,1.25,2.5,2.0,2,4,4,1,4,3,2,4,4,0,4,3,3,4,4,2,4,3,Ours,image
6287_6555_IEL,画像で一言,,ジャイアンの通知音、実際に聞くと心臓に悪い。,GPT4.1_oogiri,GPT4.1_oogiri,1.5,2.25,2.5,1.5,1.75,1.25,2,4,4,1,3,3,3,4,4,1,4,3,3,4,4,2,3,3,Ours,image
6287_6555_IEL,画像で一言,,記憶にも残る裁判にしような,unrelated,unrelated,2.25,1.75,1.5,1.75,0.75,0.5,4,4,2,2,2,3,4,4,4,3,2,4,3,4,4,2,3,3,Ours,image
6287_6555_IEL,画像で一言,,「どこでもドアの行き先を『ママの実家』に設定したまま忘れてた」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,1.75,2.5,3.0,2.0,1.75,1.25,2,4,4,2,2,2,4,4,4,2,4,4,3,4,4,2,3,3,Ours,image
3694_5409_UXD,"体温が10,000℃のお母さんの日常",,野良猫を引き連れて買い物から帰宅,Human_lower_tier,Human_lower_tier,2.5,0.5,1.0,1.5,0.5,0.25,3,4,3,2,2,3,2,4,4,0,0,4,3,1,1,2,1,2,Ours,text
3694_5409_UXD,"体温が10,000℃のお母さんの日常",,今のお父さんが一番耐えたの,Human_top_tier,Human_mid_tier,2.25,2.0,2.5,1.25,1.0,1.75,3,4,4,2,3,3,3,4,4,3,2,4,3,4,4,2,3,3,Ours,text
3694_5409_UXD,"体温が10,000℃のお母さんの日常",,"50,000℃の息子に手を焼いている",Human_mid_tier,Human_top_tier,2.5,2.75,3.75,2.75,2.5,2.25,2,4,4,2,2,2,3,4,4,2,2,4,3,4,4,2,3,3,Ours,text
3694_5409_UXD,"体温が10,000℃のお母さんの日常",,子どもの運動着、干した瞬間ダイヤモンドになった。,GPT4.1_oogiri,GPT4.1_oogiri,3.25,1.0,1.75,2.5,1.0,2.25,3,4,4,3,2,4,3,4,4,3,2,4,4,4,4,3,3,4,Ours,text
3694_5409_UXD,"体温が10,000℃のお母さんの日常",,フンッ…うらめしー女。,unrelated,unrelated,2.0,0.25,0.25,0.5,0.5,0.0,2,1,1,0,0,1,4,2,3,3,2,4,1,1,1,0,0,0,Ours,text
3694_5409_UXD,"体温が10,000℃のお母さんの日常",,「あんたたち！早くご飯食べなさい！」って怒鳴ったら、食卓の料理が全部一瞬で炭になった,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,1.0,2.5,2.5,1.0,1.75,1.0,2,4,4,2,3,3,2,4,4,0,2,3,3,4,4,2,3,3,Ours,text
3694_5409_UXD,"体温が10,000℃のお母さんの日常",,子供の運動会、お母さんの応援席だけ蜃気楼。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.0,2.5,2.75,2.25,2.0,1.25,4,4,4,2,3,4,3,4,4,2,2,4,3,4,4,3,3,3,Ours,text
3694_5409_UXD,"体温が10,000℃のお母さんの日常",,地面に足をつけるとあたり一帯が溶けてしまうため、常にドローンで移動しています。,GPT4.1_serious,GPT4.1_serious,2.0,2.25,3.0,1.75,1.75,1.5,3,4,4,2,2,3,2,4,4,2,1,2,3,4,4,2,3,3,Ours,text
4022596,,,「違う！違う！そうじゃない！」と叫びながらチクワを渡そうと追いかけて来る、近所で不審者扱いされている鈴木さん,Human_mid_tier,Human_lower_tier,2.75,2.75,3.25,1.25,1.75,2.25,4,4,3,2,3,4,4,4,4,3,2,4,3,4,4,2,3,3,OG,image
4022596,,,やばい！あっちの組の人だったか！！,Human_lower_tier,Human_mid_tier,3.0,3.25,2.75,1.75,3.25,3.25,2,4,4,1,3,3,2,4,4,2,2,3,2,4,4,1,3,2,OG,image
4022596,,,借り物競走で、闇金から金を借りた。,Human_top_tier,Human_top_tier,3.0,4.0,3.25,2.0,3.75,3.75,4,4,4,3,3,4,3,4,4,2,2,4,3,4,4,2,1,2,OG,image
4022596,,,済んだら少し冷たい,unrelated,unrelated,2.75,1.25,1.0,0.75,1.25,1.25,2,2,2,0,2,2,3,4,4,2,2,3,3,4,4,2,3,3,OG,image
4022596,,,後ろの人、バトンを渡し忘れて一緒にゴールしようとしている,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.0,2.5,2.75,1.25,1.75,1.5,2,4,4,1,3,3,2,4,4,0,3,3,2,4,4,1,3,2,OG,image
4022596,,,運動会のリレーで、バトンを持った児童が全力で走っています。後ろには教師と思われる大人が伴走し、周囲には応援する生徒や保護者がいます。競技の緊張感と、一生懸命な姿勢が伝わってきます。,GPT4.1_serious,GPT4.1_serious,0.75,2.5,3.5,0.75,2.5,0.5,1,4,4,2,4,2,0,4,4,0,1,0,0,4,0,0,0,0,OG,image
4022596,,,"先生「うしろから応援してるぞ！」  
ぼく「ぜったいに抜かれちゃいけないやつだ！」",GPT4.1_oogiri,GPT4.1_oogiri,2.25,3.25,3.5,1.25,1.5,2.0,2,4,4,1,4,3,3,4,4,0,4,3,3,4,4,2,4,3,OG,image
4022596,,,父さん、そのサングラス、「絶対に笑ってはいけない運動会」のやつでしょ？,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.75,3.0,3.5,1.75,2.5,2.5,2,4,4,1,3,3,2,4,4,0,3,3,3,4,4,2,3,3,OG,image
1177_0329_FFW,この人の好きなところを教えて下さい,,「さすがに」と言って休憩する,Human_top_tier,Human_lower_tier,3.25,1.75,2.0,0.5,1.0,1.75,3,4,4,1,4,3,3,4,4,1,4,3,3,2,1,1,2,2,Ours,image
1177_0329_FFW,この人の好きなところを教えて下さい,,保冷剤あげたらすごく喜んでた,Human_mid_tier,Human_mid_tier,2.5,3.0,2.25,2.0,2.5,2.0,4,4,4,0,2,4,3,4,4,0,3,3,3,4,2,1,1,2,Ours,image
1177_0329_FFW,この人の好きなところを教えて下さい,,殴られても痛くなさそうな手の握りをしている,Human_lower_tier,Human_top_tier,3.0,2.75,3.0,2.25,2.0,2.0,2,4,4,0,2,2,4,4,4,2,2,4,3,4,2,1,1,2,Ours,image
1177_0329_FFW,この人の好きなところを教えて下さい,,待って、まだ指摘したい,unrelated,unrelated,3.5,0.5,0.25,1.0,0.5,1.0,2,4,2,0,2,2,3,4,4,1,2,3,3,4,4,2,3,3,Ours,image
1177_0329_FFW,この人の好きなところを教えて下さい,,エプロンの紐を結ぶのが上手そうなところです,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.5,3.0,3.0,2.0,2.0,2.0,2,4,4,1,2,2,3,4,4,0,2,3,3,4,4,1,2,2,Ours,image
1177_0329_FFW,この人の好きなところを教えて下さい,,料理はだいたい焦がすけど、それでも笑顔で「ドンマイ！次いってみよう！」って言ってくれる、そのポジティブさ。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,1.5,3.5,3.5,2.0,2.25,1.5,2,4,4,2,4,2,2,4,4,0,4,3,2,4,4,1,3,2,Ours,image
1177_0329_FFW,この人の好きなところを教えて下さい,,誠実そうな表情と、清潔感のある身だしなみが素敵だと思います。また、何事にも前向きに取り組む姿勢が感じられ、とても好印象です。,GPT4.1_serious,GPT4.1_serious,0.25,3.0,3.5,1.75,1.5,0.0,0,4,4,2,4,0,0,4,4,0,2,0,0,4,4,1,2,0,Ours,image
1177_0329_FFW,この人の好きなところを教えて下さい,,店長の前では絶対に「レジ打ち早いですね」って言ってくれる、優しいところ。,GPT4.1_oogiri,GPT4.1_oogiri,2.0,3.75,3.0,2.0,2.5,1.75,2,4,4,2,4,3,3,4,4,2,4,3,3,4,4,2,3,3,Ours,image
5467_0878_JFY,ショッピングモールみたいな水族館,,館内に魚料理のフードコートがある,Human_lower_tier,Human_lower_tier,2.0,3.25,3.5,1.5,2.5,1.25,2,4,4,2,2,2,2,4,4,0,2,3,2,4,4,1,3,2,Ours,text
5467_0878_JFY,ショッピングモールみたいな水族館,,3F 暮らしと淡水魚のフロア,Human_top_tier,Human_mid_tier,1.25,2.75,3.25,1.75,2.75,1.75,3,4,4,2,3,3,3,4,4,2,3,3,3,4,4,2,3,3,Ours,text
5467_0878_JFY,ショッピングモールみたいな水族館,,エイの裏側にQRコードがついてる,Human_mid_tier,Human_top_tier,2.25,3.25,3.0,2.75,2.5,2.0,3,4,4,2,2,3,3,4,4,0,2,3,4,4,4,3,3,4,Ours,text
5467_0878_JFY,ショッピングモールみたいな水族館,,来館者が通る通路の両側にさまざまな水槽が並んでいて、案内表示が多く配置されていて、フードコートや休憩スペースも設けられている。,GPT4.1_serious,GPT4.1_serious,1.0,2.25,2.75,0.75,1.5,0.5,1,4,4,2,3,1,0,4,4,0,4,0,0,4,4,0,2,0,Ours,text
5467_0878_JFY,ショッピングモールみたいな水族館,,レジでサンマがポイントカードすすめてきた。,GPT4.1_oogiri,GPT4.1_oogiri,3.0,2.5,2.75,1.25,1.5,1.75,3,4,4,1,2,3,3,4,4,0,2,3,3,4,4,1,3,3,Ours,text
5467_0878_JFY,ショッピングモールみたいな水族館,,ホームラン打ったあと茶道を侮辱するポーズとる,unrelated,unrelated,3.25,0.0,0.25,1.75,0.0,0.0,4,1,1,1,0,2,4,4,0,0,0,4,4,0,0,0,0,0,Ours,text
5467_0878_JFY,ショッピングモールみたいな水族館,,「お客様、イルカショーの整理券はポイントカード会員様優先となっております」,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,2.0,3.0,3.0,2.5,2.75,1.75,2,4,4,2,2,2,2,4,4,1,4,3,3,4,4,2,3,3,Ours,text
5467_0878_JFY,ショッピングモールみたいな水族館,,試食コーナーで勧められたのがプランクトン。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,3.0,3.25,3.25,2.5,2.25,2.25,3,4,4,2,3,3,3,4,4,1,2,3,3,4,4,2,3,3,Ours,text
966997,お腹ゆるゆるの人が共感する事,,授業中に友だちが『おなか痛い』と言うと何か嬉しい。,Human_mid_tier,Human_lower_tier,1.5,3.25,3.25,1.75,3.25,1.5,3,4,4,1,4,3,2,4,4,0,4,3,2,4,4,1,3,3,OG,text
966997,お腹ゆるゆるの人が共感する事,,昼ラーメンに晩カレーってどうかしてるよな,Human_lower_tier,Human_mid_tier,1.75,3.75,3.5,2.0,2.25,2.25,2,4,4,1,4,3,1,4,4,0,4,3,2,4,4,1,4,3,OG,text
966997,お腹ゆるゆるの人が共感する事,,オナラの突然の裏切り,Human_top_tier,Human_top_tier,1.75,3.5,4.0,1.25,3.5,3.25,2,4,4,0,4,2,1,4,4,0,4,3,2,4,4,1,4,3,OG,text
966997,お腹ゆるゆるの人が共感する事,,トイレのドアノブを見ただけで、謎の安心感がこみ上げてくる。,GPT4.1_oogiri,GPT4.1_oogiri,1.5,3.25,3.25,1.75,3.0,1.75,2,4,4,2,4,3,1,4,4,0,4,3,3,4,4,2,4,3,OG,text
966997,お腹ゆるゆるの人が共感する事,,公衆トイレの個室が全部埋まってるときの絶望感、世界の終わりレベル。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,1.0,4.0,3.5,1.75,3.75,2.0,2,4,4,0,4,3,0,4,4,0,4,3,1,4,4,1,4,3,OG,text
966997,お腹ゆるゆるの人が共感する事,,私で,unrelated,unrelated,2.0,0.0,0.0,0.25,0.0,0.0,1,4,2,0,3,2,3,4,4,1,4,3,3,1,2,1,1,2,OG,text
966997,お腹ゆるゆるの人が共感する事,,「今日はトイレットペーパーが特売だ」という情報に異常に敏感,ClaudeSonnet4_oogiri,ClaudeSonnet4_oogiri,1.25,2.25,3.25,1.25,1.25,1.25,2,4,4,1,4,3,1,4,4,0,4,3,3,4,4,2,4,3,OG,text
966997,お腹ゆるゆるの人が共感する事,,外出先ではトイレの場所を必ず確認する。,GPT4.1_serious,GPT4.1_serious,1.25,3.25,3.75,1.0,3.0,0.75,1,4,4,0,4,2,0,4,4,0,4,0,1,4,4,1,4,2,OG,text
5398885,20年前の人間に言っても信じてもらえないこと,,SMAP解散したよ,Human_mid_tier,Human_lower_tier,2.25,4.0,3.75,1.25,3.5,1.75,1,4,4,1,3,2,1,4,4,1,4,3,2,4,4,1,4,3,OG,text
5398885,20年前の人間に言っても信じてもらえないこと,,こち亀、終わったよ,Human_top_tier,Human_mid_tier,1.5,3.75,2.75,1.0,2.5,2.0,2,4,4,1,3,3,1,4,4,0,4,3,2,4,4,1,3,3,OG,text
5398885,20年前の人間に言っても信じてもらえないこと,,篠原涼子が消えてない,Human_lower_tier,Human_top_tier,2.0,3.25,3.25,2.0,3.0,2.5,3,4,4,1,3,3,2,4,4,2,3,3,3,4,4,2,3,3,OG,text
5398885,20年前の人間に言っても信じてもらえないこと,,人工知能が人間のような文章を自動で作成できる時代になっています。,GPT4.1_serious,GPT4.1_serious,2.5,3.25,3.0,3.0,2.25,0.75,1,4,4,3,3,1,1,4,4,2,4,1,1,4,4,2,3,1,OG,text
5398885,20年前の人間に言っても信じてもらえないこと,,「小学生が『推し』とか言いながら犬のように課金をする時代が来る」,GPT4.1_oogiri,GPT4.1_oogiri,1.5,3.0,3.5,1.75,2.25,2.25,3,4,4,2,3,3,4,4,4,3,4,4,3,4,4,2,3,3,OG,text
5398885,20年前の人間に言っても信じてもらえないこと,,テレビ電話が手のひらサイズになって、みんなやることは「自分の顔に変なフィルターかけて犬になる」。,Gemini2.5_pro_oogiri,Gemini2.5_pro_oogiri,2.25,3.25,3.5,2.25,3.0,1.75,3,4,4,2,4,3,3,4,4,2,4,4,2,4,4,2,4,3,OG,text
5398885,20年前の人間に言っても信じてもらえないこと,,トイレが無い,unrelated,unrelated,2.5,1.75,2.25,1.5,1.5,1.25,2,2,2,0,0,1,4,4,4,0,0,3,1,2,1,0,1,1,OG,text
